respid,collect.id,startdate,enddate,freq.visit,freq.other,access.train,access.unitrans,access.amtrakbus,access.park,access.enjoy,access.other,time.visit,time.other,duration.visit,who.with,with.other,tripstart,start.other,tripend,end.other,zip,access.mode,access.other,walk.far,walk.issues,walk.weather,walk.safety,walk.facilities,bike.facilities,bike.far,bike.notown,bike.network,bike.safety,bike.ability,bike.weather,bike.amenities,bike.issues,bike.never,bike.parking,transit.farhome,transit.farwork,transit.time,transit.costs,transit.complex,transit.safety,transit.routes,transit.times,transit.frequency,transit.parkingcheap,transit.never,transit.unreliable,safety.satisfied,bike.satisfied,walk.satisfied,transit.satisfied,driving.satisfied,parking.satisfied,activity.satisfied,architecture.enjoy,access.enjoy,clean.enjoy,quiet.ejoy,lively.enjoy,parking.enjoy,useful.enjoy,other.enjoy,bus.support,signs.support,pedestrian.support,dropoff.support,bikepark.support,carpark.support,bathroom.support,art.support,coffee.support,bikevalet.support,stores.support,housing.support,office.support,plaza.support,cultural.support,evcharge.support,indoorbike.support,openresponse,noneed.prevent,difficult.prevent,parking.prevent,safety.prevent,trainservice.prevent,activity.prevent,bus.encourage,signs.encourage,pedestrain.encourage,dropoff.encourage,bikepark.encourage,carpark.encourage,bathroom.encourage,art.encourage,coffee.encourage,bikevalet.enocurage,store.encourage,housing.encourage,office.encourage,activespace.encourage,performance.encourage,openspace.encourage,plaza.encourage,cultural.encourage,evcharge.encourage,trainservice.encourage,future.vision,zipcode,updates,gender,gender.other,lgbt,asian,black.african,Caucasian,hispanic.latinx,native.american,pacific.island,ethnicity.notsay,ethnicity.other,age,hh.ft.wrkr,hhincome,hhvehicles
10796856132,235066737,2019-06-13 17:32:00,2019-06-13 17:36:36,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,30 minutes - 1 hour,I'm always alone.,,Somewhere else in Davis,,Bay Area,,95618,I drive alone,,First reason,,Third reason,Second reason,,,First reason,,,,,Third reason,Second reason,,,,First reason,,,,,,Second reason,Third reason,,,,,Satisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Neutral,Historic architecture,,Clean and well-maintained,,,,,,Neutral,Neutral,Neutral,Strongly support,Neutral,Strongly support,Support,Oppose,Neutral,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Neutral,Local parking only.  Commuters come from far outside of Davis to park because it's free.  They have to pay to park at stations where they live.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,,No,,,Caucasian,,,,,,45-54,3,,3
10796855769,235066737,2019-06-13 17:31:57,2019-06-13 17:36:30,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither true nor false,Neither true nor false,Neither true nor false,False,Somewhat true,False,Maybe,Probably not,Definitely not,Maybe,Probably not,Maybe,Probably not,Maybe,Maybe,Definitely not,Definitely not,Definitely not,Definitely not,Maybe,Definitely not,Definitely not,Maybe,Yes,Definitely not,Yes,Takes too many bus connections for the trips I would wish to make. ,95616,No,Female,,No,,,Caucasian,,,,,,65+,0,"Between $100,000 and $150,000",2
10796854865,235066737,2019-06-13 17:31:09,2019-06-13 17:36:13,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat true,Somewhat false,True,Neither true nor false,False,Somewhat false,Yes,Yes,Definitely not,Yes,Yes,Yes,Probably not,Definitely not,Probably not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Definitely not,Probably not,Definitely not,Definitely not,Definitely not,Definitely not,,95618,Yes,Male,,No,,,Caucasian,,,,,,65+,0,,2
10796851494,235066737,2019-06-13 17:28:35,2019-06-13 17:30:51,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Somewhat true,Somewhat false,Somewhat true,False,Probably not,Probably not,Probably not,Maybe,Maybe,Yes,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Probably not,Maybe,,95616,No,Male,,No,Asian,Black/African,Caucasian,Hispanic/Latinx,,,,,35-44,2,"Over $150,000",2
10796851078,235066737,2019-06-13 17:28:27,2019-06-13 17:28:35,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10796847765,235066737,2019-06-13 17:25:43,2019-06-13 17:32:48,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,To enjoy the public spaces at the station.,,Morning and evening,,30 minutes - 1 hour,I'm always alone.,,Somewhere else in Davis,,Somewhere else in Davis,,95616,I drive alone,,First reason,Second reason,Third reason,,,,Second reason,,,,,Third reason,,First reason,,,,,First reason,,,,,Second reason,Third reason,,,,Satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Historic architecture,,Clean and well-maintained,,Lively,,,,Strongly support,Strongly support,Neutral,Strongly support,Strongly support,Strongly support,Strongly support,,Strongly support,Neutral,Neutral,Strongly support,Strongly support,Support,Support,Strongly support,,"Over time, with driverless cars, the train will see more use to get to SF and more people taking ride share to get to/from. Housing in the core of Davis is key!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,,Caucasian,,,,,,55-64,0,"Between $15,000 and $29,999",1
10796845456,235066737,2019-06-13 17:24:09,2019-06-13 17:29:21,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,30 minutes - 1 hour,I'm always alone.,,Somewhere else in Davis,,Somewhere else in Davis,,95618,I drive alone,,First reason,Third reason,,Second reason,,,First reason,,,,,Third reason,Second reason,,,,First reason,,,,,,Second reason,Third reason,,,,,Neutral,Satisfied,Neutral,Neutral,Neutral,Very Dissatisfied,Satisfied,Historic architecture,,Clean and well-maintained,,,,,,Neutral,Support,Neutral,Strongly support,Neutral,Strongly support,Support,Strongly oppose,Neutral,,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Support,That the parking is for local residents only.   Currently dozens of commuters come from Sacramento to park there because it's free and their local stations charge for parking.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Prefer not to say,,Prefer not to say,,,,,,,Prefer not to say,,55-64,2,"Over $150,000",4 or more
10796840376,235066737,2019-06-13 17:20:05,2019-06-13 17:28:01,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,I park at the station when I visit Downtown Davis.,,,Morning and evening,,5-30 minutes,I'm always alone.,,Downtown Davis,,Downtown Davis,,95616,I get picked up/dropped off by a friend or family member,,First reason,Second reason,Third reason,,,Second reason,,,,,,Third reason,,,,First reason,,,Second reason,,First reason,,,Third reason,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Historic architecture,Easy to access location,,,,,,,Support,Support,Strongly support,Support,Strongly support,Neutral,Strongly support,Support,Support,Support,Oppose,Oppose,Neutral,Support,Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,,No,,,Caucasian,,,,,,65+,0,,1
10796837282,235066737,2019-06-13 17:17:49,2019-06-13 17:19:13,Once a week,,,,,I park at the station when I visit Downtown Davis.,,,Evening only,,More than 1 hour,"I travel with a friend, colleague, or family member.",,Somewhere else in Davis,,Somewhere else in Davis,,95618,I drive with others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10796836733,235066737,2019-06-13 17:17:29,2019-06-13 17:21:26,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,"I travel with a friend, colleague, or family member.",,Somewhere else in Davis,,Bay Area,,95616,I drive with others,,First reason,,,,,,,First reason,,,,Second reason,,,,,,,First reason,,Second reason,,,,,,,,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Historic architecture,Easy to access location,Clean and well-maintained,,,Convenient parking,,,Support,Neutral,Neutral,Neutral,Neutral,Support,Neutral,Support,Support,Neutral,Support,Support,Neutral,Neutral,Neutral,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,,No,,,Caucasian,,,,,,35-44,2,"Over $150,000",3
10796835644,235066737,2019-06-13 17:16:16,2019-06-13 17:32:07,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,During the day,,5-30 minutes,"I travel with a friend, colleague, or family member.",,Somewhere else in Davis,,Other (please specify),Bay Area and Sacramento,95616,I drive with others,,First reason,,,,,,First reason,,,,,,,,,,Second reason,,First reason,,,,,,,,,,Very Satisfied,Satisfied,Satisfied,Neutral,Very Dissatisfied,Very Dissatisfied,Neutral,Historic architecture,Easy to access location,Clean and well-maintained,Quiet,,,,,,,,,,Strongly support,,,,,,,,,,,,"Parking is a regular problem.  Much of my use is related to escorting drop-offs and pick-ups.  It is unusual to find parking during the day.  Reportedly some of ""our"" parking problem is from people driving in from out-of-town for the free Davis Amtrak parking -- this does not seem reasonable to me.  Use the license plate readers to bill non-Yolo users a fee?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,Prefer not to say,,,,,,,Prefer not to say,,65+,1,,2
10796833168,235066737,2019-06-13 17:14:47,2019-06-13 17:18:10,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",To access Unitrans bus service.,To access Amtrak bus connections.,,,,Morning and evening,,30 minutes - 1 hour,I'm always alone.,,UC Davis,,Bay Area,,95616,I transfer to/from another transit service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,Very Satisfied,Very Satisfied,Very Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,Quiet,,,Useful transportation services,,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Neutral,Strongly support,Strongly support,Strongly support,Strongly support,Support,Neutral,Neutral,Strongly support,Strongly support,Neutral,Strongly support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,18-24,1,"Under $15,000",0
10796830282,235066737,2019-06-13 17:12:38,2019-06-13 17:14:31,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,To enjoy the public spaces at the station.,,During the day,,30 minutes - 1 hour,My whole family.,,Somewhere else in Davis,,Bay Area,,95616,I drive with others,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10796829433,235066737,2019-06-13 17:11:58,2019-06-13 17:30:50,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,"I travel with a friend, colleague, or family member.",,Somewhere else in Davis,,Bay Area,,95618,Other (please specify),Varies by length of absence from Davis. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Satisfied,Satisfied,Neutral,Satisfied,Dissatisfied,Satisfied,Historic architecture,Easy to access location,Clean and well-maintained,Quiet,,,,That Amtrak stops in town n that’s easier than having to go to Sacramento. ,Strongly support,Strongly support,Support,Oppose,Strongly support,Strongly oppose,Neutral,Neutral,Strongly oppose,Oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Neutral,Support,Strongly support,I’d like to keep the station for its original purpose. To support transit access from Davis for residents including areas nearby without Amtrak access to A wide variety of locations across the state and the nation. With a focus on alternative  methods of transportation rather than cars accessing and parking. Working collaboratively with university n regional transit systems and local cyclist community. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Prefer not to say,,Prefer not to say,,,,,,,Prefer not to say,,25-34,2,"Between $75,000 and $99,999",2
10796829193,235066737,2019-06-13 17:11:53,2019-06-13 17:17:12,Once a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Bay Area,,95616,I drive alone,,First reason,,,,,,First reason,,,,,Second reason,,,,,,,Second reason,,First reason,,,,,,,,Neutral,Neutral,Satisfied,Neutral,Very Satisfied,Very Dissatisfied,,,Easy to access location,Clean and well-maintained,Quiet,,,,,Strongly support,Neutral,Strongly support,Neutral,Neutral,Strongly support,Strongly support,Neutral,Support,Neutral,Neutral,Strongly oppose,Neutral,Strongly support,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,,Caucasian,,,,,,35-44,2,"Between $100,000 and $150,000",2
10796828582,235066737,2019-06-13 17:11:21,2019-06-13 17:27:15,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat false,Somewhat true,True,Neither true nor false,Somewhat true,True,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,Definitely not,Maybe,Maybe,Maybe,Definitely not,Definitely not,Definitely not,Probably not,Maybe,Maybe,Probably not,Probably not,Maybe,"The access/pathways aren't very clearly marked or intuitive; it's hard to discern where the station agent is, if there is one, where the drop-off zone is, or where one should wait. For arriving passengers, there's no clear walkway to downtown or obvious bus to to downtown or UCD or even a place to wait to be picked up.  In general, it's just so inconvenient that it's easier to drive, even though I like using the train.  It's also creepy that there doesn't seem to be any staff on the property; I hate waiting for someone in the parking lot after dark or waiting by myself for a train--as if no one would even notice if something bad happened to me or anyone else.",95616,No,Female,,No,,,Caucasian,,,,,,65+,0,,2
10796824340,235066737,2019-06-13 17:08:12,2019-06-13 17:12:41,2 to 4 days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Somewhere else in Davis,,95616,I bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Satisfied,Satisfied,Satisfied,Dissatisfied,Very Dissatisfied,Neutral,,,,,,,Useful transportation services,,Neutral,Neutral,Neutral,Neutral,Neutral,Support,Neutral,Neutral,Strongly support,Neutral,Neutral,Strongly oppose,Oppose,Support,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,,Caucasian,,,,,,35-44,2,"Between $100,000 and $150,000",2
10796823509,235066737,2019-06-13 17:07:36,2019-06-13 17:14:40,Once a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,I park at the station when I visit Downtown Davis.,,,Morning and evening,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Bay Area,,95616,I drive alone,,First reason,,Second reason,,Third reason,,,,,,,Second reason,,Third reason,,First reason,Third reason,,First reason,,,,,,Second reason,,,,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Very Dissatisfied,Satisfied,,Easy to access location,,,,,,,Support,Neutral,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Support,Strongly oppose,Support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,,Caucasian,,,,,,65+,0,,1
10796822622,235066737,2019-06-13 17:06:50,2019-06-13 17:14:15,Once a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,During the day,,30 minutes - 1 hour,I'm always alone.,,Somewhere else in Davis,,Bay Area,,95618,I get picked up/dropped off by a friend or family member,,First reason,,,,,,,,,,,,,,,,First reason,,,,,,,,,,,,Very Satisfied,,Satisfied,,Satisfied,Dissatisfied,Satisfied,Historic architecture,Easy to access location,,Quiet,,,Useful transportation services,,,Support,Support,Strongly support,,Strongly support,Strongly support,Support,Support,,Support,,Neutral,Support,Neutral,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female,,No,,,Caucasian,,,,,,55-64,,,
10796818693,235066737,2019-06-13 17:04:18,2019-06-13 17:07:42,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,"I travel with a friend, colleague, or family member.",,Somewhere else in Davis,,Somewhere else in Davis,,95618,I get picked up/dropped off by a friend or family member,,First reason,,Second reason,,Third reason,Second reason,,,,,,Third reason,,,,First reason,,,First reason,,Second reason,,,,Third reason,,,,Very Satisfied,Satisfied,Satisfied,Neutral,Very Satisfied,Satisfied,Neutral,Historic architecture,Easy to access location,Clean and well-maintained,Quiet,,Convenient parking,Useful transportation services,,Support,Support,Neutral,Neutral,Strongly support,Neutral,Neutral,Strongly support,Support,Strongly support,Neutral,Neutral,Oppose,Strongly support,Strongly support,Support,Strongly support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,Asian,,,,,,,,18-24,3,,1
10796816843,235066737,2019-06-13 17:02:44,2019-06-13 17:04:28,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,Neither true nor false,Neither true nor false,Somewhat false,True,Yes,Yes,Yes,Yes,Yes,Probably not,Probably not,Yes,Yes,Yes,Yes,Definitely not,Yes,Yes,Definitely not,Yes,Yes,Maybe,Yes,Yes,,95616,,,,,,,,,,,,,,,,
10796813337,235066737,2019-06-13 17:00:15,2019-06-13 17:04:42,5 or more days a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,"Solano County (Vallejo, Fairfield, Vacaville, etc.)",,UC Davis,,94533,I bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfied,Satisfied,Satisfied,,Satisfied,,Satisfied,,Easy to access location,Clean and well-maintained,,,,,,Support,Support,Support,Support,Support,Neutral,Strongly support,Support,Support,Support,Neutral,Support,Neutral,Neutral,Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,No,,,Caucasian,,,,,,25-34,2,"Between $75,000 and $99,999",2
10796809515,235066737,2019-06-13 16:57:20,2019-06-13 17:03:18,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,Probably not,Probably not,Probably not,Maybe,Maybe,Probably not,Maybe,Maybe,Maybe,Definitely not,Maybe,Probably not,Probably not,Maybe,Maybe,Maybe,Probably not,Maybe,Yes,Probably not,Most of the amenities suggested in the above questions already exist at the Davis Amtrak station. I honestly think it’s fine for my occasional train trip. I do enjoy the public space adjacent to the platform on occasion even if I’m not traveling by rail.   ,95616,No,Male,,No,,,Caucasian,,,,,,45-54,1,"Over $150,000",3
10796807152,235066737,2019-06-13 16:55:51,2019-06-13 16:58:56,Once a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,During the day,,5-30 minutes,I'm always alone.,,Bay Area,,UC Davis,,94706,I walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,,,,,,,,,Support,Neutral,Support,Support,Neutral,Neutral,Support,Neutral,Support,Neutral,Neutral,Support,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,,Yes,,,Caucasian,,,,,,55-64,2,"Over $150,000",2
10796806738,235066737,2019-06-13 16:55:37,2019-06-13 16:55:48,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10796805725,235066737,2019-06-13 15:43:57,2019-06-13 17:00:10,Once a year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,Somewhat true,Neither true nor false,Probably not,Probably not,Yes,Maybe,Yes,Definitely not,Probably not,Maybe,Maybe,Probably not,Yes,Definitely not,Probably not,Maybe,Yes,Probably not,Probably not,Probably not,Probably not,Yes,,95616,Yes,Female,,Yes,,,Caucasian,,,,,,35-44,2,"Over $150,000",1
10796803227,235066737,2019-06-13 16:03:49,2019-06-13 16:57:33,Once a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,"Sacramento County (Sacramento, Elk Grove, Rancho Cordova, Citrus Heights, etc.)",,"Sacramento County (Sacramento, Elk Grove, Rancho Cordova, Citrus Heights, etc.)",,95819,I bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Neutral,Neutral,Dissatisfied,Historic architecture,Easy to access location,,,,,Useful transportation services,,Neutral,Neutral,Neutral,Neutral,Support,Neutral,Strongly support,Support,Strongly support,Support,Neutral,Support,Neutral,Support,Support,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,,No,Asian,,Caucasian,,,,,,35-44,2,"Between $100,000 and $150,000",1
10796803164,235066737,2019-06-13 16:53:00,2019-06-13 16:53:16,Once a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10796802785,235066737,2019-06-13 16:52:51,2019-06-13 16:55:08,Once a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Somewhere else in Davis,,Somewhere else in Davis,,95616,I bike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very Satisfied,Very Satisfied,Very Satisfied,,,,,Historic architecture,Easy to access location,Clean and well-maintained,Quiet,,,Useful transportation services,,Neutral,Neutral,Support,Neutral,Support,Neutral,Neutral,Support,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Support,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to say,,,,,,,,,,,45-54,2,,1
10796802495,235066737,2019-06-13 16:52:25,2019-06-13 16:59:06,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,To access Amtrak bus connections.,,,,Weekends and/or holidays,,,"I travel with a friend, colleague, or family member.",,Somewhere else in Davis,,Somewhere else in Davis,,95618,I drive with others,,First reason,,Second reason,Third reason,,,First reason,,,,,,,,Third reason,Second reason,Second reason,First reason,Third reason,,,,,,,,,,Satisfied,Neutral,Neutral,Dissatisfied,Satisfied,,Neutral,Historic architecture,Easy to access location,,,,Convenient parking,Useful transportation services,,Support,Neutral,Neutral,Support,Neutral,Support,Support,Support,Support,Neutral,Neutral,Oppose,Neutral,Neutral,Neutral,Support,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Female,,No,,,Caucasian,,,,,,65+,2,"Between $100,000 and $150,000",1
10796801663,235066737,2019-06-13 16:52:00,2019-06-13 16:56:44,Once a month,,,,,,To enjoy the public spaces at the station.,,Morning only,,5-30 minutes,I'm always alone.,,UC Davis,,UC Davis,,95814,I drive alone,,First reason,,Second reason,,,,,First reason,,,,Second reason,,,,,,Second reason,,First reason,,,,,Third reason,,,,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,,,,,,,Useful transportation services,,Neutral,Neutral,Neutral,Support,Neutral,Neutral,Neutral,Support,Support,Support,Neutral,Oppose,Support,Support,Support,Support,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,,No,,,Caucasian,,,,,,45-54,1,"Between $50,000 and $74,999",1
10796800818,235066737,2019-06-13 16:51:10,2019-06-13 16:58:46,Once a month,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,I park at the station when I visit Downtown Davis.,,,Morning and evening,,More than 1 hour,"I travel with a friend, colleague, or family member.",,Somewhere else in Davis,,Bay Area,,95618,I get picked up/dropped off by a friend or family member,,First reason,,Second reason,Third reason,,,,,,,,Third reason,First reason,,,Second reason,,,Third reason,,,,Second reason,,,First reason,,,Satisfied,Neutral,Neutral,Neutral,Satisfied,Very Dissatisfied,Neutral,Historic architecture,Easy to access location,Clean and well-maintained,,,,,,Support,Neutral,Strongly support,Support,Support,Strongly support,Support,Neutral,Support,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Female,,No,,,,,,,,Other,35-44,2,,2
10796799877,235066737,2019-06-13 16:50:40,2019-06-13 16:56:56,Once a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Bay Area,,Somewhere else in Davis,,95618,I get picked up/dropped off by a friend or family member,,First reason,Third reason,,Second reason,,,,Second reason,,,First reason,,,,Third reason,,First reason,Second reason,,,,,,Third reason,,,,,Dissatisfied,Neutral,Satisfied,Neutral,Satisfied,Dissatisfied,Neutral,,,Clean and well-maintained,Quiet,,,Useful transportation services,,Strongly support,Strongly support,Strongly support,Strongly support,Strongly oppose,Strongly support,Strongly support,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly support,Strongly oppose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Male,,Yes,,,Caucasian,,,,,,35-44,1,"Under $15,000",0
10796798052,235066737,2019-06-13 16:49:29,2019-06-13 16:54:57,Once a week,,"To access train service (including Capitol Corridor, California Zephyr, and Coast Starlight).",,,,,,Morning and evening,,5-30 minutes,I'm always alone.,,Downtown Davis,,Bay Area,,95616,I drive alone,,First reason,,,,,,,,,,,,First reason,,,,,,,,,,,First reason,,,,,Satisfied,,,,Neutral,Neutral,Neutral,,,,,,,Useful transportation services,,Support,Neutral,Neutral,Support,Neutral,Support,Neutral,Neutral,Support,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Support,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Male,,No,,,Caucasian,,,,,,,2,,2
